ASN/DN #,Country,Vendor,Shipment Mode,Fulfill Via,Managed By,Product Group,Vendor INCO Term,Manufacturing Site,S1_quote_to_po,S2_po_to_plan,S3_plan_to_actual,S4_actual_to_recorded,E2E_quote_to_recorded,PQ First Sent to Client Date_dt,PO Sent to Vendor Date_dt,Scheduled Delivery Date_dt,Delivered to Client Date_dt,Delivery Recorded Date_dt,po_absent_structural,pq_pre_process,Line Item Value,Line Item Quantity,freight_usd,weight_kg,n_lines,freight_stated,weight_stated,year,late,early_over_14,abs_dev,channel
DN-1583,Zambia,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,-32.0,0.0,131.0,2009-08-05,,2010-01-15,2009-12-14,2009-12-14,True,False,232000.0,80000,13844.72,8756.0,1,True,True,2009,0,1,32.0,RDC (stock-held)
DN-1584,Ethiopia,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,Hetero Unit III Hyderabad IN,,,0.0,0.0,,,,2009-12-02,2009-12-02,2009-12-02,True,False,12934.0,4460,1366.22,250.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-1585,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,6.0,0.0,118.0,2009-09-09,,2009-12-30,2010-01-05,2010-01-05,True,False,73643.4,9780,2794.67,550.0,1,True,True,2010,1,0,6.0,RDC (stock-held)
DN-1586,Zambia,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-37.0,0.0,126.0,2009-08-05,,2010-01-15,2009-12-09,2009-12-09,True,False,75300.0,10000,2412.99,546.0,1,True,True,2009,0,1,37.0,RDC (stock-held)
DN-1587,Mozambique,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-41.0,0.0,124.0,2009-09-14,,2010-02-26,2010-01-16,2010-01-16,True,False,267740.64,30564,6355.08,2773.0,1,True,True,2010,0,1,41.0,RDC (stock-held)
DN-1588,Ethiopia,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,0.0,0.0,,,,2009-12-08,2009-12-08,2009-12-08,True,False,58000.0,20000,7573.92,2190.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-1589,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-6.0,0.0,84.0,2009-09-23,,2009-12-22,2009-12-16,2009-12-16,True,False,7746.3,4077,8329.13,1404.0,1,True,True,2009,0,0,6.0,RDC (stock-held)
DN-159,Côte d'Ivoire,SCMS from RDC,Not recorded,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,,,,2007-06-04,2007-06-04,2007-06-04,True,True,1881.25,875,727.0,58.0,1,True,True,2007,0,0,0.0,RDC (stock-held)
DN-1590,Haiti,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,"MSD, Haarlem, NL",,,-8.0,0.0,55.0,2009-10-23,,2009-12-25,2009-12-17,2009-12-17,True,False,7936.88,635,,,4,False,False,2009,0,0,8.0,RDC (stock-held)
DN-1591,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,127.0,2009-08-13,,2009-12-18,2009-12-18,2009-12-18,True,False,681000.0,60000,11637.64,6949.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-1592,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-4.0,0.0,89.0,2009-09-23,,2009-12-25,2009-12-21,2009-12-21,True,False,1281.28,572,1062.95,33.0,1,True,True,2009,0,0,4.0,RDC (stock-held)
DN-1593,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-44.0,0.0,144.0,2009-07-27,,2010-01-31,2009-12-18,2009-12-18,True,False,104673.24,11949,11637.65,1084.0,1,True,True,2009,0,1,44.0,RDC (stock-held)
DN-1594,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,,,,2009-12-18,2009-12-18,2009-12-18,True,False,34.2,3,,1.0,1,False,True,2009,0,0,0.0,RDC (stock-held)
DN-1595,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-42.0,0.0,56.0,2009-10-28,,2010-02-03,2009-12-23,2009-12-23,True,False,146.0,100,523.64,7.0,1,True,True,2009,0,1,42.0,RDC (stock-held)
DN-1596,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,-31.0,0.0,79.0,2009-10-28,,2010-02-15,2010-01-15,2010-01-15,True,False,20000.0,2000,2990.92,168.0,1,True,True,2010,0,1,31.0,RDC (stock-held)
DN-1597,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-34.0,0.0,71.0,2009-10-28,,2010-02-10,2010-01-07,2010-01-07,True,False,14450.0,2500,2064.42,216.0,1,True,True,2010,0,1,34.0,RDC (stock-held)
DN-1598,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-56.0,0.0,56.0,2009-10-28,,2010-02-17,2009-12-23,2009-12-23,True,False,12664.2,1490,,,3,False,False,2009,0,1,56.0,RDC (stock-held)
DN-1599,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-41.0,0.0,120.0,2009-09-17,,2010-02-25,2010-01-15,2010-01-15,True,False,17043.4,6985,2528.69,336.0,1,True,True,2010,0,1,41.0,RDC (stock-held)
DN-16,Côte d'Ivoire,SCMS from RDC,Not recorded,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,,,,2007-02-22,2007-02-22,2007-02-22,True,True,136509.25,10229,,,5,False,False,2007,0,0,0.0,RDC (stock-held)
DN-160,Côte d'Ivoire,SCMS from RDC,Not recorded,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,0.0,0.0,,,,2007-06-15,2007-06-15,2007-06-15,True,True,150228.02,9445,,,3,False,False,2007,0,0,0.0,RDC (stock-held)
DN-1600,Ethiopia,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-27.0,0.0,12.0,2009-11-26,,2010-01-04,2009-12-08,2009-12-08,True,False,11938.92,4893,1326.89,235.0,1,True,True,2009,0,1,27.0,RDC (stock-held)
DN-1601,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,7.0,0.0,127.0,2009-09-17,,2010-01-15,2010-01-22,2010-01-22,True,False,661.98,59,1311.0,12.0,1,True,True,2010,1,0,7.0,RDC (stock-held)
DN-1602,Vietnam,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-55.0,0.0,15.0,2009-12-03,,2010-02-11,2009-12-18,2009-12-18,True,False,55923.84,6384,3119.75,579.0,1,True,True,2009,0,1,55.0,RDC (stock-held)
DN-1603,Zambia,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Strides, Bangalore, India.",,,-6.0,0.0,115.0,2009-09-18,,2010-01-17,2010-01-11,2010-01-11,True,False,304000.0,80000,9939.38,4162.0,1,True,True,2010,0,0,6.0,RDC (stock-held)
DN-1604,Ethiopia,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,-17.0,0.0,22.0,2009-11-26,,2010-01-04,2009-12-18,2009-12-18,True,False,19520.0,8000,2978.5,425.0,1,True,True,2009,0,1,17.0,RDC (stock-held)
DN-1605,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-3.0,0.0,107.0,2009-09-23,,2010-01-11,2010-01-08,2010-01-08,True,False,85844.02,17225,,,2,False,False,2010,0,0,3.0,RDC (stock-held)
DN-1607,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-4.0,0.0,116.0,2009-09-17,,2010-01-15,2010-01-11,2010-01-11,True,False,124634.14,21563,8485.0,1864.0,1,True,True,2010,0,0,4.0,RDC (stock-held)
DN-1608,Mozambique,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,-7.0,0.0,391.0,2009-02-26,,2010-03-31,2010-03-24,2010-03-24,True,False,25931.2,3040,1236.13,163.0,1,True,True,2010,0,0,7.0,RDC (stock-held)
DN-1609,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,9.0,0.0,96.0,2009-10-23,,2010-01-18,2010-01-27,2010-01-27,True,False,7882.8,3755,,,2,False,False,2010,1,0,9.0,RDC (stock-held)
DN-161,Tanzania,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,0.0,0.0,,,,2007-07-06,2007-07-06,2007-07-06,True,True,25395.0,3386,1589.0,31.0,1,True,True,2007,0,0,0.0,RDC (stock-held)
DN-1610,Ethiopia,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,,,,2010-01-13,2010-01-13,2010-01-13,True,False,74066.0,25540,6774.59,2031.0,1,True,True,2010,0,0,0.0,RDC (stock-held)
DN-1614,Nigeria,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-7.0,0.0,162.0,2009-08-13,,2010-01-29,2010-01-22,2010-01-22,True,False,454908.0,40080,19480.97,4498.0,1,True,True,2010,0,0,7.0,RDC (stock-held)
DN-1615,Nigeria,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,-28.0,0.0,,,,2010-02-19,2010-01-22,2010-01-22,True,False,58.75,5,19480.97,1.0,1,True,True,2010,0,1,28.0,RDC (stock-held)
DN-1616,Ethiopia,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-44.0,0.0,18.0,2009-12-28,,2010-02-28,2010-01-15,2010-01-15,True,False,140326.44,16019,5187.5,1454.0,1,True,True,2010,0,1,44.0,RDC (stock-held)
DN-1617,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-9.0,0.0,154.0,2009-09-23,,2010-03-05,2010-02-24,2010-02-24,True,False,98687.72,34378,,,2,False,False,2010,0,0,9.0,RDC (stock-held)
DN-1618,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-13.0,0.0,136.0,2009-09-09,,2010-02-05,2010-01-23,2010-01-23,True,False,337273.2,30060,5254.1,3508.0,1,True,True,2010,0,0,13.0,RDC (stock-held)
DN-1619,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-16.0,0.0,136.0,2009-09-09,,2010-02-08,2010-01-23,2010-01-23,True,False,5651.1,2691,5254.1,1021.0,1,True,True,2010,0,1,16.0,RDC (stock-held)
DN-1620,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-16.0,0.0,183.0,2009-07-24,,2010-02-08,2010-01-23,2010-01-23,True,False,442847.28,43676,,,2,False,False,2010,0,1,16.0,RDC (stock-held)
DN-1621,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-16.0,0.0,100.0,2009-10-15,,2010-02-08,2010-01-23,2010-01-23,True,False,5856.0,400,5254.09,146.0,1,True,True,2010,0,1,16.0,RDC (stock-held)
DN-1622,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,0.0,0.0,170.0,2009-08-17,,2010-02-03,2010-02-03,2010-02-03,True,False,351850.0,31000,42656.07,3941.0,1,True,True,2010,0,0,0.0,RDC (stock-held)
DN-1623,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-7.0,0.0,110.0,2009-10-15,,2010-02-09,2010-02-02,2010-02-02,True,False,262800.0,30000,7403.18,2715.0,1,True,True,2010,0,0,7.0,RDC (stock-held)
DN-1624,Sudan,SCMS from RDC,Air,From RDC,PMO - US,HRDT,N/A - From RDC,"Trinity Biotech, Plc",,,-8.0,0.0,172.0,2009-06-03,,2009-11-30,2009-11-22,2009-11-22,True,False,70000.0,1700,,,3,False,False,2009,0,0,8.0,RDC (stock-held)
DN-1626,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-2.0,0.0,161.0,2009-09-23,,2010-03-05,2010-03-03,2010-03-03,True,False,105120.0,12000,12016.69,1077.0,1,True,True,2010,0,0,2.0,RDC (stock-held)
DN-1627,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-2.0,0.0,131.0,2009-10-23,,2010-03-05,2010-03-03,2010-03-03,True,False,154395.36,26712,12016.69,2342.0,1,True,True,2010,0,0,2.0,RDC (stock-held)
DN-1628,Mozambique,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,212.0,2009-09-14,,2010-04-14,2010-04-14,2010-04-14,True,False,844396.86,81624,,,3,False,False,2010,0,0,0.0,RDC (stock-held)
DN-1629,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-9.0,0.0,193.0,2009-07-24,,2010-02-11,2010-02-02,2010-02-02,True,False,28256.5,1823,,,2,False,False,2010,0,0,9.0,RDC (stock-held)
DN-163,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,,,,2007-06-15,2007-06-15,2007-06-15,True,True,37266.48,4374,1432.0,230.0,1,True,True,2007,0,0,0.0,RDC (stock-held)
DN-1631,Uganda,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-49.0,0.0,128.0,2009-09-23,,2010-03-19,2010-01-29,2010-01-29,True,False,15033.6,5184,1576.8,507.0,1,True,True,2010,0,1,49.0,RDC (stock-held)
DN-1632,Uganda,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-52.0,0.0,93.0,2009-10-28,,2010-03-22,2010-01-29,2010-01-29,True,False,4640.0,1600,1601.5,157.0,1,True,True,2010,0,1,52.0,RDC (stock-held)
DN-1633,Uganda,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,-33.0,0.0,93.0,2009-10-28,,2010-03-03,2010-01-29,2010-01-29,True,False,74052.0,6600,6470.51,843.0,1,True,True,2010,0,1,33.0,RDC (stock-held)
DN-1634,Uganda,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-27.0,0.0,134.0,2009-09-17,,2010-02-25,2010-01-29,2010-01-29,True,False,188774.8,32660,5050.8,2804.0,1,True,True,2010,0,1,27.0,RDC (stock-held)
DN-1635,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-2.0,0.0,131.0,2009-10-23,,2010-03-05,2010-03-03,2010-03-03,True,False,2976.0,192,12016.69,40.0,1,True,True,2010,0,0,2.0,RDC (stock-held)
DN-1636,Uganda,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,-13.0,0.0,93.0,2009-10-28,,2010-02-11,2010-01-29,2010-01-29,True,False,3874.8,580,,,2,False,False,2010,0,0,13.0,RDC (stock-held)
DN-1637,Guyana,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-17.0,0.0,26.0,2010-01-14,,2010-02-26,2010-02-09,2010-02-09,True,False,14761.14,3538,,,2,False,False,2010,0,1,17.0,RDC (stock-held)
DN-1638,Uganda,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-7.0,0.0,154.0,2009-09-17,,2010-02-25,2010-02-18,2010-02-18,True,False,467402.76,41658,,,4,False,False,2010,0,0,7.0,RDC (stock-held)
DN-164,Côte d'Ivoire,SCMS from RDC,Not recorded,From RDC,PMO - US,ARV,N/A - From RDC,"Ranbaxy, Paonta Shahib, India",,,0.0,0.0,,,,2007-06-08,2007-06-08,2007-06-08,True,True,16409.52,1926,977.55,105.0,1,True,True,2007,0,0,0.0,RDC (stock-held)
DN-1640,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-50.0,0.0,123.0,2009-10-15,,2010-04-06,2010-02-15,2010-02-15,True,False,29348.0,1276,1083.3,117.0,1,True,True,2010,0,1,50.0,RDC (stock-held)
DN-1641,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-84.0,0.0,69.0,2009-12-08,,2010-05-10,2010-02-15,2010-02-15,True,False,11326.77,4149,1083.3,394.0,1,True,True,2010,0,1,84.0,RDC (stock-held)
DN-1642,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-50.0,0.0,123.0,2009-10-15,,2010-04-06,2010-02-15,2010-02-15,True,False,11790.87,4319,1083.3,409.0,1,True,True,2010,0,1,50.0,RDC (stock-held)
DN-1643,Zambia,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,-10.0,0.0,169.0,2009-09-17,,2010-03-15,2010-03-05,2010-03-05,True,False,977600.0,180000,,,5,False,False,2010,0,0,10.0,RDC (stock-held)
DN-1644,Zambia,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,3.0,0.0,212.0,2009-08-05,,2010-03-02,2010-03-05,2010-03-05,True,False,54600.0,20000,3379.64,1946.0,1,True,True,2010,1,0,3.0,RDC (stock-held)
DN-1645,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-21.0,0.0,156.0,2009-09-23,,2010-03-19,2010-02-26,2010-02-26,True,False,5602.32,744,1152.14,41.0,1,True,True,2010,0,1,21.0,RDC (stock-held)
DN-1646,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-41.0,0.0,132.0,2009-10-15,,2010-04-06,2010-02-24,2010-02-24,True,False,4589.13,1681,2976.56,164.0,1,True,True,2010,0,1,41.0,RDC (stock-held)
DN-1647,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-80.0,0.0,73.0,2009-12-08,,2010-05-10,2010-02-19,2010-02-19,True,False,26961.48,9876,7779.96,941.0,1,True,True,2010,0,1,80.0,RDC (stock-held)
DN-1648,Zambia,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,169.0,2009-09-17,,2010-03-05,2010-03-05,2010-03-05,True,False,77200.0,10000,3379.64,2085.0,1,True,True,2010,0,0,0.0,RDC (stock-held)
DN-1649,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-148.0,0.0,56.0,2009-10-28,,2010-05-20,2009-12-23,2009-12-23,True,False,45.18,6,,,1,False,False,2009,0,1,148.0,RDC (stock-held)
DN-165,Zambia,SCMS from RDC,Not recorded,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,,,,2007-06-05,2007-06-05,2007-06-05,True,True,122332.11,33333,,3118.0,1,False,True,2007,0,0,0.0,RDC (stock-held)
DN-1650,Zambia,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,Hetero Unit III Hyderabad IN,,,-10.0,0.0,169.0,2009-09-17,,2010-03-15,2010-03-05,2010-03-05,True,False,456942.99,60683,3379.64,3325.0,1,True,True,2010,0,0,10.0,RDC (stock-held)
DN-1651,Mozambique,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,Hetero Unit III Hyderabad IN,,,-5.0,0.0,212.0,2009-09-14,,2010-04-19,2010-04-14,2010-04-14,True,False,188400.6,25020,,1387.0,1,False,True,2010,0,0,5.0,RDC (stock-held)
DN-1652,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aspen-OSD, Port Elizabeth, SA",,,-8.0,0.0,174.0,2009-09-09,,2010-03-10,2010-03-02,2010-03-02,True,False,169680.0,6464,1949.41,571.0,1,True,True,2010,0,0,8.0,RDC (stock-held)
DN-1653,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aspen-OSD, Port Elizabeth, SA",,,-7.0,0.0,138.0,2009-10-15,,2010-03-09,2010-03-02,2010-03-02,True,False,81900.0,3120,1949.42,275.0,1,True,True,2010,0,0,7.0,RDC (stock-held)
DN-1654,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-1.0,0.0,47.0,2010-01-29,,2010-03-18,2010-03-17,2010-03-17,True,False,27918.0,3600,,,2,False,False,2010,0,0,1.0,RDC (stock-held)
DN-1655,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-119.0,0.0,83.0,2009-12-08,,2010-06-28,2010-03-01,2010-03-01,True,False,1296.0,864,3688.33,56.0,1,True,True,2010,0,1,119.0,RDC (stock-held)
DN-1656,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-36.0,0.0,137.0,2009-10-15,,2010-04-06,2010-03-01,2010-03-01,True,False,14924.7,7107,3688.33,2633.0,1,True,True,2010,0,1,36.0,RDC (stock-held)
DN-1657,Zimbabwe,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,-19.0,0.0,360.0,2009-03-17,,2010-03-31,2010-03-12,2010-03-12,True,False,34120.0,8000,,,2,False,False,2010,0,1,19.0,RDC (stock-held)
DN-1658,Zimbabwe,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,-18.0,0.0,94.0,2009-12-08,,2010-03-30,2010-03-12,2010-03-12,True,False,220571.0,36100,13208.56,3955.0,1,True,True,2010,0,1,18.0,RDC (stock-held)
DN-1659,Zimbabwe,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,Hetero Unit III Hyderabad IN,,,-19.0,0.0,94.0,2009-12-08,,2010-03-31,2010-03-12,2010-03-12,True,False,65389.0,10240,,,4,False,False,2010,0,1,19.0,RDC (stock-held)
DN-166,Côte d'Ivoire,SCMS from RDC,Not recorded,From RDC,PMO - US,ARV,N/A - From RDC,MSD Elkton USA,,,0.0,0.0,,,,2007-06-21,2007-06-21,2007-06-21,True,True,220100.0,4402,3501.0,994.0,1,True,True,2007,0,0,0.0,RDC (stock-held)
DN-1660,Zimbabwe,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-19.0,0.0,94.0,2009-12-08,,2010-03-31,2010-03-12,2010-03-12,True,False,234957.22,39602,,,3,False,False,2010,0,1,19.0,RDC (stock-held)
DN-1662,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-8.0,0.0,137.0,2009-10-15,,2010-03-09,2010-03-01,2010-03-01,True,False,95563.01999999999,13829,,,5,False,False,2010,0,0,8.0,RDC (stock-held)
DN-1663,Tanzania,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,-27.0,0.0,50.0,2010-01-27,,2010-04-14,2010-03-18,2010-03-18,True,False,20881.44,2448,1854.35,178.0,1,True,True,2010,0,1,27.0,RDC (stock-held)
DN-1664,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Strides, Bangalore, India.",,,-7.0,0.0,131.0,2009-10-23,,2010-03-10,2010-03-03,2010-03-03,True,False,5387.4,3690,6036.96,177.0,1,True,True,2010,0,0,7.0,RDC (stock-held)
DN-1665,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-21.0,0.0,131.0,2009-10-23,,2010-03-24,2010-03-03,2010-03-03,True,False,2052.48,1069,6036.96,396.0,1,True,True,2010,0,1,21.0,RDC (stock-held)
DN-1666,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,-9.0,0.0,161.0,2009-09-23,,2010-03-12,2010-03-03,2010-03-03,True,False,166930.56,19056,6036.96,1517.0,1,True,True,2010,0,0,9.0,RDC (stock-held)
DN-1667,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-7.0,0.0,131.0,2009-10-23,,2010-03-10,2010-03-03,2010-03-03,True,False,30245.68,11232,,,6,False,False,2010,0,0,7.0,RDC (stock-held)
DN-1668,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-35.0,0.0,131.0,2009-10-23,,2010-04-07,2010-03-03,2010-03-03,True,False,24493.28,9424,,,3,False,False,2010,0,1,35.0,RDC (stock-held)
DN-1669,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"MSD, Haarlem, NL",,,1.0,0.0,19.0,2010-02-12,,2010-03-02,2010-03-03,2010-03-03,True,False,22500.0,450,6036.98,101.0,1,True,True,2010,1,0,1.0,RDC (stock-held)
DN-1670,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-6.0,0.0,146.0,2009-10-15,,2010-03-16,2010-03-10,2010-03-10,True,False,27473.0,3830,,,2,False,False,2010,0,0,6.0,RDC (stock-held)
DN-1671,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,1.0,0.0,146.0,2009-10-15,,2010-03-09,2010-03-10,2010-03-10,True,False,245106.16,54502,,,4,False,False,2010,1,0,1.0,RDC (stock-held)
DN-1672,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,-1.0,0.0,173.0,2009-09-23,,2010-03-16,2010-03-15,2010-03-15,True,False,3093.2,1628,13122.39,622.0,1,True,True,2010,0,0,1.0,RDC (stock-held)
